,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
549,Explorer,Egypt Explorer," Cairo, Giza, Hurghada, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan ", 16 to 80 ,"Private, Group, Fully Guided, Sailing, Christmas & New Year+3 more",World Expeditions,10 days,2.460,32769
550,Active Adventure,Package 10 Days 9 Nights Luxury Cairo & Nile Cruise From Luxor to Aswan," Cairo, Giza, Luxor, Esna, Edfu, Kom Ombo, Philae, Aswan, Alexandria ", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,10 days,3.298,143534
551,In-depth Cultural,Wedding in Egypt," Cairo, Giza, Alexandria ", 4 to 100 ,"Family, Private, Honeymoon, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,6 days,990,147063
552,In-depth Cultural,8 DAYS CAIRO AND NILE FELUCCA ADVENTURE TOUR PACKAGE, Cairo , 2 to 80 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Marsa Alam Tours,8 days,999,166552
553,In-depth Cultural,Cairo & The Oberoi Philae Nile Cruise," Cairo, Giza, Luxor, Valley of the Queens, Valley of the Kings, Esna, Edfu, Kom Ombo, Philae, Aswan+3 more", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,8 days,4.797,145985
554,In-depth Cultural,Alexandria to Abu Simbel Wheelchair Package," Cairo, Giza, Alexandria, Luxor, Aswan, Abu Simbel ", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,10 days,1.980,146125
555,Explorer,"Egypt and the Nile (Winter, 8 Days)"," Cairo, Giza, Aswan, Edfu, Luxor, Hurghada ", 18 to 35 ,"River Cruise, Group, Fully Guided, Historical, Christmas & New Year+3 more",Contiki,8 days,1.606,1062
556,In-depth Cultural,Cairo to Luxor Package 5 days 4 nights," Cairo, Giza, Luxor, Valley of the Kings, Valley of the Queens ", 3 to 80 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,5 days,946,135935
557,Explorer,"Egypt- Cairo, Aswan Kom Ombo,Edfu,Esna, Luxor -  11 days"," Cairo, Aswan, Kom Ombo, Edfu, Esna, Luxor ", 3 to 99 ,"Family, Christmas & New Year+1 more",Receptivo Aborigen Tours,11 days,1.553,209887
558,River Cruise,Glimpse of Egypt," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 8 to 90 ,"Family, Private, Group, Fully Guided, Explorer, Historical+3 more",Indus Travels,6 days,998,143763
559,Active Adventure,Luxury Cairo and Nile Cruise Tour," Cairo, Giza, Luxor, Valley of the Kings, Valley of the Queens, Edfu, Esna, Kom Ombo, Philae, Aswan+3 more", 1 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,8 days,2.721,145662
560,Explorer,Private 5 Days Trip To Siwa and Bahariya Oasis," Cairo, Siwa Oasis, Bahariya Oasis, White Desert ", 1 to 99 ,"Family, Private, Fully Guided, In-depth Cultural, Christmas & New Year+3 more",Sun Pyramid Tours,5 days,717,228122
561,Explorer,"Package 10 Days 9 Nights to Cairo, Xmas & NY Cruise & Red Sea"," Cairo, Giza, Aswan, Philae, Kom Ombo, Esna, Luxor, Valley of the Kings, Hurghada ", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,10 days,2.213,168347
562,In-depth Cultural,Luxury Private Egypt Tour," Cairo, Aswan, Edfu, Luxor ", 2 to 99 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Flo Tours,7 days,2.612,176155
563,Active Adventure,10 Days 9 Nights Egypt Highlights Adventure," Cairo, Giza, Valley of the Kings, Luxor, Edfu, Kom Ombo, Aswan, Abu Simbel ", 4 to 94 ,"Boat, Family, Private, Group, Fully Guided, Explorer, Sightseeing, Historical, Christmas & New Year+6 more",Across Africa Tours & Travel,10 days,2.671,175742
564,River Cruise,"Adventure Romantic package to Pyramids, Luxor & Aswan - Private"," Cairo, Luxor, Esna, Edfu, Kom Ombo, Philae, Aswan ", 1 to 99 ,"Family, Private, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Sun Pyramid Tours,8 days,1.980,227045
565,Explorer,4 Days Trip to Luxor & Edfu & Kom Ombo Temples," Luxor, Edfu, Kom Ombo ", 1 to 99 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Ancient Egypt Tours,4 days,363,232346
566,In-depth Cultural,9 Days/8 Nights Egyptian Highlights (Comfort)," Cairo, Giza, Saqqarah, Memphis, Luxor, Valley of the Kings, Kom Ombo, Edfu, Aswan, Philae, Abu Simbel+2 more", 18 to 70 ,"Active Adventure, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Across Africa Tours & Travel,9 days,2.435,191177
567,Active Adventure,"Package 8 Days 7 Nights to Jewels of Egypt, Luxor & Aswan Tour"," Cairo, Giza, Luxor, Edfu, Kom Ombo, Valley of the Kings, Aswan ", 12 to 100 ,"Private, Group, Partially Guided, Christmas & New Year+2 more",Sun Pyramid Tours,8 days,1.408,142392
568,Active Adventure,Package 8 Days 7 Nights to The Oberoi Zahra Nile Cruise at New Year," Aswan, Kom Ombo, Edfu, Luxor ", 12 to 100 ,"Private, Group, Partially Guided, Christmas & New Year+2 more",Sun Pyramid Tours,8 days,6.341,142399
569,In-depth Cultural,MS Amarco I Nile Cruise wheelchair Accessible," Luxor, Valley of the Queens, Valley of the Kings, Esna, Edfu, Kom Ombo, Philae, Aswan+1 more", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,5 days,4.252,145995
570,Explorer,Honeymoon Nile Adventure in Egypt," Cairo, Giza, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan, Philae, Abu Simbel ", 3 to 100 ,"Family, Private, Honeymoon, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,10 days,2.416,147051
571,Explorer,Cairo & Saint Catherine - 5 days," Cairo, Giza ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,763,209279
572,Explorer,Budget 8 Days Package To Cairo and Nile Cruise," Cairo, Aswan, Kom Ombo, Edfu, Esna, Valley of the Kings, Valley of the Queens, Luxor+1 more", 1 to 99 ,"Private, Fully Guided, Christmas & New Year+1 more",Sun Pyramid Tours,8 days,1.219,231682
573,In-depth Cultural,Egypt Escape 9 Days," Cairo, Aswan, Luxor ", 1 to 97 ,"Group, Fully Guided, Christmas & New Year+1 more",UTOvacation,9 days,1.634,238230
574,In-depth Cultural,Cairo and Alexandria Discovery 5 Days 4 Nights (Comfort Plus)," Cairo, Giza, Saqqarah, Memphis, Alexandria ", 4 to 94 ,"Active Adventure, Family, Private, Group, Fully Guided, Explorer, Sightseeing, Historical, Christmas & New Year+6 more",Across Africa Tours & Travel,5 days,731,175744
575,In-depth Cultural,"Top 6 days Giza Pyramids, Cairo, Luxor, Aswan, Abu Simbel"," Cairo, Giza, Luxor, Abu Simbel, Aswan ", 1 to 77 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Deluxe Travel,6 days,772,228080
576,River Cruise,Nile Cruise Luxor to Aswan 4 nights/ 5 days," Luxor, Aswan ", 1 to 90 ,"Private, Fully Guided",ETL Travel,5 days,600,240724
577,Active Adventure,Package 5 Days 4 Nights to Gara Cave Desert Tour," Cairo, Bahariya Oasis ", 3 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,5 days,554,142858
578,In-depth Cultural,"Great Pyramids in Giza, Cairo Egypt sightseeing 4 days package"," Cairo, Giza ", 1 to 99 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",Ancient Egypt Tours,4 days,170,191816
579,Explorer,Cairo /Giza and Luxor tour 5 Nights/ 6 Day," Cairo, Giza, Luxor ", 1 to 90 ,,ETL Travel,6 days,400,240647
580,In-depth Cultural,Cairo/ Luxor Tour," Cairo, Luxor ", 1 to 88 ,"Family, Group, Partially Guided, Historical, Christmas & New Year+3 more",ETL Travel,6 days,799,141018
581,In-depth Cultural,5 Day: Cairo Short Break," Cairo, Giza, Alexandria ", 1 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,5 days,759,145200
582,Active Adventure,"Cairo, Luxor and Hurghada Package"," Cairo, Giza, Alexandria, Luxor, Valley of the Kings, Valley of the Queens, Hurghada+1 more", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,10 days,1.790,146116
583,In-depth Cultural,Luxor and Cairo Discovery 5 Days 4 Nights (Comfort)," Cairo, Giza, Luxor ", 4 to 94 ,"Family, Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Across Africa Tours & Travel,5 days,1.325,180556
584,Explorer,Lake Nasser Circuit 11 days," Cairo, Luxor, Esna, Edfu, Kom Ombo, Aswan, Abu Simbel ", 3 to 99 ,"Family, Christmas & New Year+1 more",Receptivo Aborigen Tours,11 days,1.698,209890
585,Active Adventure,9 Days / 8 Nights Egyptian Highlights (Comfort)," Cairo, Giza, Saqqarah, Memphis, Luxor, Valley of the Kings, Kom Ombo, Edfu, Philae, Abu Simbel, Aswan+2 more", 4 to 94 ,"Family, Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Across Africa Tours & Travel,9 days,2.435,180555
586,River Cruise,15 Days Ancient Egypt & Lake Nasser Cruise," Luxor, Valley of the Kings, Valley of the Queens, Edfu, Kom Ombo, Aswan, Philae, Agilkia Island, Kitchener Island, Abu Simbel, Cairo, Giza, Saqqarah, Memphis+7 more", 6 to 80 ,"Family, Private, Group, Fully Guided, In-depth Cultural, Christmas & New Year+3 more",Vacations to go travel,15 days,3.270,118689
587,Explorer,"Private 8 Days Package to Pyramids, Luxor & Aswan by Train"," Cairo, Giza, Aswan, Philae, Kom Ombo, Edfu, Esna, Luxor ", 1 to 99 ,"Family, Christmas & New Year+1 more",Sun Pyramid Tours,8 days,904,226552
588,In-depth Cultural,9 Days Classical Egypt tour," Cairo, Saqqarah, Giza, Aswan, Philae, Edfu, Kom Ombo, Esna, Luxor, Alexandria ", 2 to 60 ,"Family, River Cruise, Group, Partially Guided, Explorer, Historical, Christmas & New Year+5 more",Desertbrise Travel,9 days,1.425,168400
589,River Cruise,Nile Cruise Luxor to Aswan 4 nights/ 5 days," Luxor, Aswan ", 4 to 90 ,"Group, Fully Guided, Explorer, Historical+2 more",ETL Travel,5 days,600,240938
590,Active Adventure,7 Days / 6 Nights Cairo/ Giza And Sharm El-Sheikh," Cairo, Giza, Sharm el-Sheikh, Alexandria ", 1 to 90 ,"Family, Private, Fully Guided+1 more",ETL Travel,7 days,681,242123
591,In-depth Cultural,Festive King Tut - 10 days," Cairo, Giza, Saqqarah, Elephantine Island, Philae, Aswan, Kom Ombo, Luxor, Valley of the Kings+1 more", 18 to 80 ,"Group, Fully Guided, Explorer, Christmas & New Year+2 more",On The Go Tours,10 days,1.615,8339
592,River Cruise,Package 8 days 7 nights Cairo & The Oberoi Philae Nile Cruise," Cairo, Giza, Luxor, Valley of the Kings, Valley of the Queens, Edfu, Esna, Kom Ombo, Philae, Aswan+3 more", 3 to 100 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Sun Pyramid Tours,8 days,4.688,142335
593,In-depth Cultural,Package 10 Days 9 Nights Round Trip Nile Cruise and Pyramids," Cairo, Giza, Luxor, Edfu, Kom Ombo, Aswan, Abu Simbel, Esna ", 6 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,10 days,4.061,142384
594,Explorer,Cairo & Crusie - 8 days," Cairo, Luxor, Esna, Edfu, Kom Ombo, Aswan ", 3 to 99 ,"Family, Christmas & New Year+1 more",Receptivo Aborigen Tours,8 days,1.335,209750
595,Explorer,Egyptian City Break," Cairo, Giza, Saqqarah, Alexandria ", 8 to 95 ,"Family, Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Encounters Travel,5 days,1.865,99101
596,In-depth Cultural,"Package 8 days 7 nights to Pyramids, Luxor & Aswan by Train"," Cairo, Aswan, Philae, Kom Ombo, Edfu, Esna, Valley of the Kings, Valley of the Queens, Luxor+2 more", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,8 days,1.335,142337
597,Explorer,Romantic short break in Cairo - Private," Cairo, Alexandria ", 1 to 99 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,6 days,813,227040
598,In-depth Cultural,14 day Grand Egypt Tour with 7 nights Nile Cruise," Cairo, Alexandria, Luxor, Aswan, Abu Simbel ", 8 to 99 ,"Family, River Cruise, Private, Group, Fully Guided, Christmas & New Year+4 more",Flo Tours,14 days,2.612,109032
599,In-depth Cultural,Absolute Egypt," Cairo, Aswan, Kom Ombo, Edfu, Esna, Luxor, Hurghada ", 8 to 90 ,"Family, Private, Group, Fully Guided, Explorer, Sightseeing+3 more",Indus Travels,12 days,1.998,20387
600,Safari,From Cairo - Private 3 Days 2 Nights White Desert and Bahariya Oasis Tour," Cairo, White Desert, Bahariya Oasis ", 1 to 120 ,"Family, Camping, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,3 days,191,187045
601,In-depth Cultural,"Classical Egypt - 4 Days Cairo , Giza , Alexandria Guided Tours"," Cairo, Giza, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,4 days,291,160098
602,In-depth Cultural,7-Day Best of Egypt Tour with 3 nights Nile Cruise," Cairo, Aswan, Abu Simbel, Luxor ", 7 to 95 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Flo Tours,7 days,1.522,109031
603,,Cairo: 2-Day Private Tours Abu Simbel & Luxor Tour by Flight Round Trip," Cairo, Aswan, Abu Simbel, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,2 days,450,222962
604,In-depth Cultural,14 Days Cairo & Hurghada and Nile Cruise to Luxor and Aswan (including Kom Ombo)," Cairo, Giza, Aswan, Kom Ombo, Edfu, Luxor, Hurghada ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,14 days,1.649,160471
605,Explorer,Incredible Egypt," Cairo, Alexandria, Luxor, Aswan, Abu Simbel ", 18 to 95 ,"Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",Ciconia Exclusive Journeys,11 days,2.909,241328
606,In-depth Cultural,"Golden Cairo - 3 Days ( Giza Pyramids , Sphinx  , Egyptian Museum , Coptic Cairo & Entrance fees )"," Cairo, Giza ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,3 days,182,171948
607,,Overnight White Desert Camping Tour from Cairo," Cairo, Bahariya Oasis, White Desert ", 6 to 70 ,"Family, Camping, Private, Group, Partially Guided, Christmas & New Year+3 more",Deluxe Travel,2 days,145,198216
608,Active Adventure,From Cairo 4 Days White Desert and Bahariya Oasis," Cairo, White Desert, Bahariya Oasis ", 3 to 120 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,4 days,295,187048
609,In-depth Cultural,"Cairo Highlights - 3 Days Independent Guided Tours Giza Pyramids , Egyptian Museum and More"," Cairo, Giza ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,3 days,73,172071
610,Active Adventure,"Desert Planet : Giza Pyramids , Egyptian Museum + Overnight CAMPING in the white Desert with Cairo Private Transfers"," Cairo, Giza, Bahariya Oasis, White Desert ", 1 to 85 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,3 days,250,202507
611,River Cruise,Aswan - Luxor  Nile cruise in Nile River," Luxor, Edfu, Kom Ombo, Aswan ", 18 to 60 ,"Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Itaca Holiday,5 days,454,150497
612,,From Cairo - Private 2 Days Trip to White Desert and Bahariya Oasis Tour," Cairo, Bahariya Oasis, White Desert ", 1 to 99 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,2 days,135,225450
613,Active Adventure,Package 3 Days 2 Nights to White Desert & Bahariya - Private Tour," Cairo, Bahariya Oasis, White Desert ", 3 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,3 days,200,142866
614,In-depth Cultural,"12 Days Cairo, Alexandria, Nile Cruise & El Bahariya Oasis"," Cairo, Luxor, Edfu, Kom Ombo, Aswan, Alexandria, Bahariya Oasis ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,12 days,1.681,160238
615,In-depth Cultural,"Wonders of Egypt (Classic, Winter, 9 Days)"," Cairo, Giza, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan ", 5 to 99 ,"Family, Private, Group, Fully Guided, Coach / Bus, Historical, Christmas & New Year+4 more",Insight Vacations,9 days,3.014,191568
616,In-depth Cultural,"12 Days Cairo, Alexandria & Nile Cruise by Flight (including Kom Ombo)"," Cairo, Giza, Luxor, Edfu, Kom Ombo, Aswan, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,12 days,1.394,160202
617,Explorer,"Best of Egypt (Winter, 9 Days)"," Cairo, Luxor, Kom Ombo, Aswan ", 5 to 99 ,"Family, River Cruise, Group, Fully Guided, Historical, Christmas & New Year+4 more",Trafalgar,9 days,2.839,144905
618,In-depth Cultural,3 Days Cairo tour, Cairo , 8 to 80 ,"Family, Private, Fully Guided, Sightseeing, Historical, Christmas & New Year+4 more",Vacations to go travel,3 days,429,127367
619,In-depth Cultural,Festive King Ramses - 13 days," Cairo, Giza, Saqqarah, Aswan, Elephantine Island, Philae, Kom Ombo, Valley of the Kings, Luxor, Hurghada+3 more", 18 to 80 ,"Active Adventure, Group, Fully Guided, Explorer, Christmas & New Year+3 more",On The Go Tours,13 days,2.110,8338
620,In-depth Cultural,"12 Days Cairo, Alexandria & Nile Cruise by Flight (including Komombo)"," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,12 days,1.318,177326
621,In-depth Cultural,Ultimate Egypt Archaeological Tour -Off the Beaten Track in Egypt," Cairo, Faiyum, Minya, Sohag, Qena, Luxor, Edfu, Aswan, Abu Simbel ", 1 to 70 ,"Family, Fully Guided, Christmas & New Year+1 more",Look at Egypt Tours ,13 days,3.478,154936
622,In-depth Cultural,14 Days Cairo & Sharm El Sheikh and Nile Cruise to Luxor and Aswan," Cairo, Giza, Saqqarah, Aswan, Kom Ombo, Edfu, Luxor, Sharm el-Sheikh ", 1 to 99 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,14 days,1.394,160336
623,River Cruise,MOVENPICK ROYAL LOTUS NILE CRUISE," Aswan, Philae, Kom Ombo, Edfu, Esna, Valley of the Kings, Luxor, Valley of the Queens+1 more", 3 to 120 ,"Family, Private, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Sun Pyramid Tours,4 days,684,188618
624,In-depth Cultural,"12 Days Cairo, Sharm El Sheikh & Nile Cruise by Sleeper Train (9 destinations)"," Cairo, Giza, Saqqarah, Aswan, Kom Ombo, Edfu, Luxor, Sharm el-Sheikh ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,12 days,1.544,160217
625,River Cruise,Mövenpick Royal Lily Nile Cruise Private 3 Nights Nile Cruise from Aswan to Luxor," Aswan, Philae, Kom Ombo, Edfu, Esna, Luxor, Valley of the Kings ", 3 to 100 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Sun Pyramid Tours,4 days,994,145976
626,River Cruise,Private Nile Cruise Tours from Aswan," Aswan, Philae, Kom Ombo, Edfu, Esna, Luxor, Valley of the Kings ", 3 to 120 ,"Family, Private, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Sun Pyramid Tours,4 days,870,187294
627,In-depth Cultural,"Adventure Cairo :  3 Days - Cairo , Giza Guided Tours & Entrance fees"," Cairo, Giza ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,3 days,254,135834
628,In-depth Cultural,King Ramses Sun Festival Oct 2023 - 13 days," Cairo, Giza, Saqqarah, Aswan, Elephantine Island, Philae, Abu Simbel, Kom Ombo, Luxor, Valley of the Kings, Hurghada+3 more", 18 to 80 ,"Group, Fully Guided, Explorer, Historical+2 more",On The Go Tours,13 days,1.845,8345
629,Explorer,"Wonders of Egypt (Small Groups, Winter, 9 Days)"," Cairo, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan, Giza ", 5 to 99 ,"Family, River Cruise, Group, Fully Guided, Historical+3 more",Insight Vacations,9 days,3.114,204038
